;0
0.0;0.0
0.33636363636363636;0.8375208440399999
0.6727272727272727;0.91719903715
1.0090909090909093;0.9429853551599999
1.3454545454545455;0.95548589488
1.6818181818181819;0.9617701710600001
2.0181818181818185;0.9655289991
2.354545454545455;0.9680855746
2.690909090909091;0.969941163125
3.027272727272728;0.9708893672000001
3.3636363636363638;0.97142055998
3.7;0.9719147975090909
4.036363636363637;0.97217839305
4.372727272727273;0.9722762282
4.70909090909091;0.9723299569571429
5.045454545454546;0.9723299569571429
5.381818181818182;0.9723299569571429
5.718181818181819;0.9723299569571429
6.054545454545456;0.9723299569571429
6.390909090909091;0.9723299569571429
6.7272727272727275;0.9723299569571429
7.0636363636363635;0.9723299569571429
7.4;0.9723299569571429
